code_module,code_presentation,id_student,edu_level,age_num,gender_num,disability_num,num_of_prev_attempts,studied_credits,result_num,total_clicks,mean_score,num_assessments
AAA,2013J,113295,1,1,1,0,0,60,2,3553.0,77.6,5.0
AAA,2013J,114017,4,1,0,0,0,60,2,757.0,71.8,5.0
AAA,2013J,114999,3,1,1,0,0,60,2,1358.0,72.8,5.0
AAA,2013J,116541,3,0,1,0,0,60,2,1886.0,62.4,5.0
AAA,2013J,116692,2,1,1,0,0,60,2,1108.0,74.2,5.0
AAA,2013J,118983,3,0,1,0,0,120,2,284.0,61.8,5.0
AAA,2013J,123044,2,1,1,0,0,60,2,2041.0,71.4,5.0
AAA,2013J,127582,2,0,0,0,0,180,2,1321.0,69.6,5.0
AAA,2013J,129955,2,0,1,0,0,60,0,1011.0,81.0,3.0
AAA,2013J,132976,1,1,0,0,0,120,2,520.0,67.4,5.0
AAA,2013J,134143,2,1,0,0,0,60,3,2732.0,84.4,5.0
AAA,2013J,135335,1,0,0,0,0,180,0,57.0,50.0,0.0
AAA,2013J,135400,1,1,0,1,0,60,0,287.0,61.5,2.0
AAA,2013J,137873,2,1,1,0,0,60,2,5528.0,80.2,5.0
AAA,2013J,141355,2,0,0,0,0,240,2,1823.0,72.6,5.0
AAA,2013J,141377,2,0,1,0,0,345,0,143.0,45.0,1.0
AAA,2013J,142326,2,1,0,0,0,60,2,2121.0,73.6,5.0
AAA,2013J,144801,3,1,0,0,0,60,2,5645.0,68.8,5.0
AAA,2013J,145130,3,0,1,0,0,120,2,452.0,54.4,5.0
AAA,2013J,146188,2,0,0,1,0,60,1,597.0,50.0,5.0
AAA,2013J,147756,1,0,1,0,0,120,1,611.0,73.75,4.0
AAA,2013J,147793,1,0,0,0,0,90,0,155.0,52.0,1.0
AAA,2013J,148993,2,1,0,1,0,60,0,1864.0,72.0,3.0
AAA,2013J,151358,2,0,0,0,0,150,2,270.0,50.0,5.0
AAA,2013J,155550,2,1,1,0,0,420,2,1529.0,67.0,5.0
AAA,2013J,155854,2,1,0,0,0,60,2,4003.0,79.8,5.0
AAA,2013J,155984,1,0,0,0,0,60,0,908.0,80.0,2.0
AAA,2013J,157568,2,0,0,0,0,60,2,1405.0,70.6,5.0
AAA,2013J,159954,2,1,1,0,0,60,0,1185.0,66.5,2.0
AAA,2013J,164259,2,0,1,0,0,60,2,466.0,71.8,5.0
AAA,2013J,167906,2,1,0,0,0,60,2,1510.0,69.4,5.0
AAA,2013J,168936,1,1,0,0,0,60,2,745.0,66.4,5.0
AAA,2013J,172112,3,1,1,0,0,60,2,1939.0,69.6,5.0
AAA,2013J,172797,2,1,0,0,0,60,2,1782.0,61.4,5.0
AAA,2013J,174782,3,2,1,0,0,60,2,6318.0,80.4,5.0
AAA,2013J,175392,3,1,1,0,0,60,2,4447.0,82.4,5.0
AAA,2013J,175932,3,1,1,0,0,60,2,2016.0,78.2,5.0
AAA,2013J,175991,2,0,0,0,0,180,1,138.0,37.6,5.0
AAA,2013J,180753,2,0,1,0,0,120,2,2012.0,53.4,5.0
AAA,2013J,181316,2,1,0,0,0,120,0,487.0,76.0,1.0
AAA,2013J,183096,2,0,0,0,0,60,2,1975.0,54.0,5.0
AAA,2013J,183947,2,0,1,0,0,180,2,964.0,49.0,5.0
AAA,2013J,184271,3,1,1,0,0,170,2,1312.0,59.8,5.0
AAA,2013J,185439,3,0,1,0,0,120,1,427.0,74.0,1.0
AAA,2013J,186149,3,1,1,0,0,60,2,2136.0,76.0,5.0
AAA,2013J,187100,2,1,1,0,0,60,3,8562.0,89.2,5.0
AAA,2013J,188278,2,1,1,0,0,120,0,1434.0,76.0,1.0
AAA,2013J,189879,2,0,1,0,0,120,2,1541.0,79.4,5.0
AAA,2013J,192183,1,0,0,0,0,60,2,3219.0,68.4,5.0
AAA,2013J,195262,2,0,1,0,0,60,0,1905.0,50.0,1.0
AAA,2013J,200860,1,1,1,0,0,60,2,534.0,54.4,5.0
AAA,2013J,202635,2,0,0,0,0,60,0,1418.0,66.66666666666667,3.0
AAA,2013J,205350,3,1,1,0,0,60,2,1665.0,72.2,5.0
AAA,2013J,205719,2,0,1,1,0,90,1,333.0,56.666666666666664,3.0
AAA,2013J,227499,2,1,0,0,0,60,3,2953.0,83.6,5.0
AAA,2013J,227517,3,0,1,0,0,180,1,1205.0,62.6,5.0
AAA,2013J,228082,3,0,1,0,0,60,2,227.0,72.4,5.0
AAA,2013J,228222,1,0,1,0,0,60,2,445.0,61.8,5.0
AAA,2013J,229179,2,0,1,0,0,60,2,614.0,66.0,5.0
AAA,2013J,229361,2,0,1,0,0,60,2,1215.0,78.0,5.0
AAA,2013J,231554,2,0,1,0,0,240,2,1839.0,67.75,4.0
AAA,2013J,235507,2,0,1,0,0,240,0,190.0,65.0,1.0
AAA,2013J,236284,4,0,1,0,0,60,2,732.0,78.0,5.0
AAA,2013J,238007,3,2,1,0,0,60,2,1935.0,79.2,5.0
AAA,2013J,240712,3,0,1,0,0,80,2,321.0,75.8,5.0
AAA,2013J,240884,2,0,1,0,0,120,2,427.0,58.4,5.0
AAA,2013J,241649,3,1,1,0,0,60,2,1892.0,78.8,5.0
AAA,2013J,241729,3,1,0,0,0,60,1,1829.0,58.6,5.0
AAA,2013J,242793,3,1,1,0,0,60,2,658.0,77.4,5.0
AAA,2013J,246834,2,1,1,0,0,60,2,1174.0,55.6,5.0
AAA,2013J,248270,1,0,1,0,0,90,2,1969.0,78.4,5.0
AAA,2013J,255548,1,1,1,0,0,60,2,2580.0,71.4,5.0
AAA,2013J,256815,3,0,1,0,0,120,2,1481.0,76.8,5.0
AAA,2013J,258392,1,0,0,0,0,60,2,844.0,58.8,5.0
AAA,2013J,258894,1,1,0,0,0,60,2,4963.0,64.8,5.0
AAA,2013J,260355,2,1,0,0,0,60,0,426.0,57.5,3.0
AAA,2013J,262011,2,1,1,0,0,60,2,1066.0,71.0,5.0
AAA,2013J,262934,2,1,0,0,0,60,2,2407.0,76.6,5.0
AAA,2013J,268073,2,1,1,0,0,90,1,3210.0,74.6,5.0
AAA,2013J,268733,2,0,1,0,0,180,0,188.0,43.0,2.0
AAA,2013J,271251,2,1,1,0,0,60,2,3348.0,76.4,5.0
AAA,2013J,277880,2,0,0,0,0,60,0,2016.0,67.66666666666667,3.0
AAA,2013J,279572,1,0,1,0,0,60,3,1183.0,79.2,5.0
AAA,2013J,281022,2,0,0,0,0,150,2,492.0,73.4,5.0
AAA,2013J,281250,1,1,1,0,0,60,1,130.0,55.4,5.0
AAA,2013J,281589,3,0,1,0,0,60,1,59.0,50.0,0.0
AAA,2013J,282821,2,1,1,0,0,60,2,1961.0,60.6,5.0
AAA,2013J,286488,2,1,1,0,0,60,2,1046.0,71.0,5.0
AAA,2013J,287548,2,0,1,0,0,120,2,483.0,67.8,5.0
AAA,2013J,290201,2,0,1,0,0,60,2,1740.0,70.4,5.0
AAA,2013J,290757,2,0,1,0,0,60,2,652.0,75.0,5.0
AAA,2013J,291334,2,1,1,0,0,60,3,5231.0,83.6,5.0
AAA,2013J,292923,2,1,0,0,0,180,0,0.0,50.0,0.0
AAA,2013J,293699,2,0,1,0,0,120,2,187.0,46.75,4.0
AAA,2013J,294570,3,2,1,0,0,60,2,1775.0,78.2,5.0
AAA,2013J,294594,2,0,1,0,0,60,2,865.0,52.8,5.0
AAA,2013J,295741,2,1,1,0,0,240,1,709.0,50.2,5.0
AAA,2013J,296332,4,2,1,0,0,60,3,2152.0,86.8,5.0
AAA,2013J,298696,3,0,0,0,0,60,2,514.0,80.8,5.0
AAA,2013J,300398,2,1,1,0,0,60,2,1997.0,78.8,5.0
AAA,2013J,302302,2,0,0,0,0,60,1,513.0,58.666666666666664,3.0
AAA,2013J,305152,2,0,1,0,0,60,1,146.0,64.0,1.0
AAA,2013J,305386,2,0,1,1,0,120,2,1277.0,78.0,5.0
AAA,2013J,305539,1,0,0,0,0,120,0,68.0,50.0,0.0
AAA,2013J,306107,2,1,1,0,0,120,2,987.0,58.2,5.0
AAA,2013J,306466,2,1,1,0,0,60,2,1220.0,82.0,5.0
AAA,2013J,306897,2,0,0,0,0,60,2,2742.0,62.6,5.0
AAA,2013J,307061,3,0,0,0,0,60,2,1081.0,81.2,5.0
AAA,2013J,307866,2,0,1,0,0,60,2,1476.0,60.0,4.0
AAA,2013J,311917,2,2,1,0,0,120,2,2230.0,59.2,5.0
AAA,2013J,312537,4,2,1,0,0,60,3,12882.0,87.8,5.0
AAA,2013J,312782,2,0,1,0,0,60,2,281.0,61.8,5.0
AAA,2013J,318933,3,0,0,0,0,120,2,1281.0,66.6,5.0
AAA,2013J,319047,2,0,0,0,0,60,2,6589.0,78.4,5.0
AAA,2013J,321942,3,2,1,0,0,60,2,10083.0,80.4,5.0
AAA,2013J,324002,3,1,1,0,0,60,2,1901.0,80.4,5.0
AAA,2013J,324084,2,1,0,0,0,60,2,1961.0,57.6,5.0
AAA,2013J,324282,2,0,1,0,0,120,2,133.0,61.2,5.0
AAA,2013J,331358,3,1,0,0,0,60,0,2376.0,84.0,1.0
AAA,2013J,332789,2,1,0,0,0,60,2,1655.0,74.4,5.0
AAA,2013J,333059,2,0,1,0,0,120,2,301.0,65.8,5.0
AAA,2013J,333323,3,0,1,0,0,60,2,648.0,74.4,5.0
AAA,2013J,334259,2,0,0,0,0,150,1,332.0,53.0,2.0
AAA,2013J,334333,2,0,0,1,0,240,0,303.0,36.0,1.0
AAA,2013J,335764,2,0,0,0,0,60,0,2286.0,86.33333333333333,3.0
AAA,2013J,336207,2,0,1,0,0,120,2,1316.0,68.2,5.0
AAA,2013J,339972,2,0,1,0,0,60,2,333.0,49.8,5.0
AAA,2013J,341872,1,0,1,0,0,180,1,201.0,64.2,5.0
AAA,2013J,342007,3,0,0,0,0,60,0,880.0,75.0,1.0
AAA,2013J,342514,1,2,1,0,0,60,2,1950.0,77.2,5.0
AAA,2013J,342972,3,0,1,0,0,60,2,838.0,60.4,5.0
AAA,2013J,343446,3,1,1,0,0,120,2,3644.0,78.4,5.0
AAA,2013J,344282,2,0,1,0,0,60,1,65.0,49.2,5.0
AAA,2013J,345068,2,0,1,1,0,180,2,547.0,78.0,5.0
AAA,2013J,345357,2,0,1,0,0,60,3,2219.0,80.4,5.0
AAA,2013J,346025,2,0,1,0,0,120,2,569.0,82.4,5.0
AAA,2013J,346843,3,1,0,0,0,120,1,164.0,50.0,0.0
AAA,2013J,350188,3,1,1,0,0,60,2,761.0,73.8,5.0
AAA,2013J,354858,3,1,1,0,0,120,0,198.0,50.0,0.0
AAA,2013J,357668,2,0,1,0,0,60,1,166.0,57.0,3.0
AAA,2013J,364177,1,1,1,0,0,60,1,821.0,69.0,4.0
AAA,2013J,365244,2,0,0,0,0,120,2,891.0,56.4,5.0
AAA,2013J,365642,1,1,1,0,0,60,2,2129.0,70.0,5.0
AAA,2013J,366483,3,0,1,0,0,60,2,1465.0,76.8,5.0
AAA,2013J,368194,2,0,0,1,0,120,2,437.0,50.4,5.0
AAA,2013J,368824,3,1,1,0,0,120,1,292.0,55.6,5.0
AAA,2013J,368963,1,0,1,0,0,180,2,677.0,66.4,5.0
AAA,2013J,376439,3,0,1,0,0,60,3,2342.0,87.0,5.0
AAA,2013J,376581,2,1,0,0,0,60,2,2333.0,72.8,5.0
AAA,2013J,380953,2,0,1,0,0,60,2,1062.0,67.8,5.0
AAA,2013J,383254,2,0,1,0,0,120,2,543.0,75.6,5.0
AAA,2013J,386924,1,0,1,0,0,120,2,164.0,67.8,5.0
AAA,2013J,386952,2,0,1,0,0,120,2,910.0,68.0,5.0
AAA,2013J,388722,1,1,0,0,0,60,2,671.0,63.8,5.0
AAA,2013J,388885,2,1,1,0,0,60,2,875.0,60.6,5.0
AAA,2013J,390890,2,0,1,0,0,90,0,639.0,69.66666666666667,3.0
AAA,2013J,392756,2,0,1,0,0,120,1,363.0,45.0,5.0
AAA,2013J,392931,2,1,0,0,0,120,2,3003.0,68.4,5.0
AAA,2013J,393207,2,0,1,0,0,60,2,876.0,74.2,5.0
AAA,2013J,396872,3,0,1,0,0,180,2,996.0,61.4,5.0
AAA,2013J,398552,1,0,1,0,0,240,1,1183.0,46.4,5.0
AAA,2013J,401869,1,0,0,0,0,60,2,955.0,65.0,5.0
AAA,2013J,402470,1,1,1,0,0,60,2,1445.0,72.6,5.0
AAA,2013J,404804,1,1,1,0,0,120,2,509.0,43.8,5.0
AAA,2013J,405088,2,0,1,0,0,120,2,1388.0,77.2,5.0
AAA,2013J,405961,2,0,1,1,0,240,0,0.0,50.0,0.0
AAA,2013J,414117,2,0,1,0,0,120,2,807.0,76.4,5.0
AAA,2013J,415969,3,1,1,0,0,90,0,1359.0,59.666666666666664,3.0
AAA,2013J,420087,2,0,1,1,0,60,1,342.0,76.0,3.0
AAA,2013J,429958,2,0,0,0,0,60,2,411.0,58.4,5.0
AAA,2013J,441018,2,0,0,0,0,150,2,646.0,59.8,5.0
AAA,2013J,441888,2,0,1,0,0,120,2,739.0,70.6,5.0
AAA,2013J,442442,3,0,1,0,0,120,0,1009.0,40.5,2.0
AAA,2013J,444677,3,0,1,0,0,60,3,1241.0,87.6,5.0
AAA,2013J,470588,3,1,1,0,0,60,0,400.0,86.0,1.0
AAA,2013J,489455,2,0,0,0,0,60,2,2832.0,70.6,5.0
AAA,2013J,494424,2,0,0,0,0,60,1,58.0,50.0,0.0
AAA,2013J,495284,3,0,1,0,0,120,2,901.0,66.6,5.0
AAA,2013J,498857,3,1,1,0,0,60,2,998.0,73.0,5.0
AAA,2013J,508818,2,0,1,0,0,120,2,1129.0,71.8,5.0
AAA,2013J,512460,3,0,1,0,0,120,2,521.0,72.4,5.0
AAA,2013J,544103,3,0,1,0,0,120,2,2328.0,81.0,5.0
AAA,2013J,550383,3,0,1,0,0,60,2,910.0,72.0,5.0
AAA,2013J,564450,3,0,1,0,0,120,1,224.0,59.2,5.0
AAA,2013J,568601,3,0,0,0,0,60,0,488.0,81.5,2.0
AAA,2013J,572652,3,0,1,0,0,120,2,780.0,73.2,5.0
AAA,2013J,580389,3,0,1,0,0,120,2,1271.0,71.4,5.0
AAA,2013J,581129,2,0,1,0,0,120,1,194.0,40.0,2.0
AAA,2013J,588775,2,0,1,0,0,120,2,7067.0,82.8,5.0
AAA,2013J,591774,4,1,1,0,0,60,2,605.0,76.2,5.0
AAA,2013J,603861,3,2,1,0,0,60,0,955.0,63.0,5.0
AAA,2013J,606143,4,1,1,0,0,60,1,406.0,66.0,2.0
AAA,2013J,704156,3,2,1,0,0,120,2,3064.0,66.0,5.0
AAA,2013J,705379,2,2,1,0,0,120,3,5680.0,80.8,5.0
AAA,2013J,721259,1,2,0,0,0,120,0,1228.0,50.0,1.0
AAA,2013J,749412,1,2,1,0,0,60,2,4007.0,72.0,5.0
AAA,2013J,760729,2,2,1,0,0,60,3,7288.0,81.2,5.0
AAA,2013J,905042,2,1,0,0,0,60,2,3004.0,76.4,5.0
AAA,2013J,949618,2,1,0,0,0,60,2,1357.0,61.8,5.0
AAA,2013J,958987,3,1,1,0,0,60,2,1216.0,77.2,5.0
AAA,2013J,968578,2,1,0,0,0,60,2,870.0,72.0,5.0
AAA,2013J,969076,2,1,1,0,0,180,0,1980.0,59.75,4.0
AAA,2013J,971027,3,1,0,0,0,60,2,3098.0,68.0,5.0
AAA,2013J,978739,3,1,1,0,0,60,2,5988.0,56.6,5.0
AAA,2013J,1035023,1,1,0,0,0,60,2,1896.0,70.0,5.0
AAA,2013J,1105478,3,2,1,0,0,60,2,1695.0,82.6,5.0
AAA,2013J,1352868,2,1,1,0,0,60,0,641.0,65.5,2.0
AAA,2013J,1401935,2,1,1,0,0,60,1,240.0,35.0,2.0
AAA,2013J,1402638,3,1,0,0,0,60,2,910.0,75.2,5.0
AAA,2013J,1414443,2,1,0,0,0,120,1,1907.0,59.0,2.0
AAA,2013J,1456619,2,1,1,0,0,60,0,467.0,50.0,0.0
AAA,2013J,1465690,3,1,1,0,0,120,2,3460.0,81.8,5.0
AAA,2013J,1472925,1,1,0,1,0,60,1,939.0,61.6,5.0
AAA,2013J,1488959,2,1,1,0,0,60,2,3493.0,61.8,5.0
AAA,2013J,1518989,1,1,0,0,0,60,2,4202.0,73.0,5.0
AAA,2013J,1618738,1,1,1,0,0,60,2,723.0,79.6,5.0
AAA,2013J,1620151,3,1,1,0,0,60,1,998.0,77.5,2.0
AAA,2013J,1626710,2,1,1,0,0,60,3,6025.0,84.6,5.0
AAA,2013J,1640609,2,1,1,0,0,60,2,5061.0,85.0,5.0
AAA,2013J,1686521,1,1,0,0,0,60,0,643.0,68.0,1.0
AAA,2013J,1729319,3,1,0,0,0,60,2,2756.0,78.2,5.0
AAA,2013J,1746134,2,1,1,0,0,60,2,1759.0,83.8,5.0
AAA,2013J,1758449,1,1,1,0,0,75,0,2756.0,61.0,2.0
AAA,2013J,1763015,2,1,0,0,0,60,0,420.0,50.0,0.0
AAA,2013J,1765788,3,2,1,0,0,60,2,7057.0,66.2,5.0
AAA,2013J,1801229,3,1,1,0,0,60,2,1443.0,76.8,5.0
AAA,2013J,1801641,2,1,1,0,0,60,2,459.0,77.4,5.0
AAA,2013J,1847830,1,1,1,0,0,60,2,6518.0,71.0,5.0
AAA,2013J,1860318,1,1,1,1,0,300,2,5975.0,62.6,5.0
AAA,2013J,1889511,2,1,1,0,0,60,2,1754.0,72.0,5.0
AAA,2013J,1889577,2,1,0,1,0,60,2,931.0,73.6,5.0
AAA,2013J,1894188,2,0,0,0,0,60,2,4294.0,70.4,5.0
AAA,2013J,1938355,2,1,1,0,0,60,2,1992.0,73.0,5.0
AAA,2013J,1942396,1,1,0,1,0,120,2,470.0,53.6,5.0
AAA,2013J,1970390,1,1,1,0,0,60,0,11139.0,83.6,5.0
AAA,2013J,1976139,1,1,1,0,0,120,2,1216.0,67.25,4.0
AAA,2013J,2011876,2,0,0,1,0,60,2,1401.0,76.0,5.0
AAA,2013J,2012966,1,1,1,0,0,60,2,519.0,78.4,5.0
AAA,2013J,2051699,1,1,0,0,0,60,2,1734.0,66.6,5.0
AAA,2013J,2062879,2,0,0,0,0,60,1,2386.0,61.2,5.0
AAA,2013J,2065691,2,1,1,1,0,330,0,1430.0,35.666666666666664,3.0
AAA,2013J,2073016,1,1,0,0,0,60,0,849.0,60.333333333333336,3.0
AAA,2013J,2080474,2,1,0,0,0,60,2,1146.0,69.6,5.0
AAA,2013J,2083877,2,0,0,0,0,120,2,685.0,67.8,5.0
AAA,2013J,2084066,1,1,0,0,0,60,1,1967.0,59.75,4.0
AAA,2013J,2104505,1,1,1,0,0,60,2,701.0,65.6,5.0
AAA,2013J,2122180,1,1,0,0,0,60,3,4712.0,82.4,5.0
AAA,2013J,2139353,2,1,1,0,0,120,0,1262.0,66.0,3.0
AAA,2013J,2143752,1,1,0,0,0,60,2,1888.0,52.6,5.0
AAA,2013J,2146792,3,2,1,0,0,60,2,2385.0,70.0,5.0
AAA,2013J,2149225,2,1,1,1,0,60,0,319.0,50.0,0.0
AAA,2013J,2153153,2,0,0,0,0,60,2,3385.0,62.2,5.0
AAA,2013J,2155014,1,0,0,1,0,60,2,1454.0,73.8,5.0
AAA,2013J,2164705,2,0,0,0,0,120,1,231.0,70.0,1.0
AAA,2013J,2171627,2,1,0,0,0,60,2,1346.0,69.0,5.0
AAA,2013J,2182846,2,1,0,0,0,60,2,4214.0,66.0,5.0
AAA,2013J,2194100,2,1,0,0,0,60,2,1401.0,67.2,5.0
AAA,2013J,2197016,3,1,0,0,0,60,2,1455.0,75.6,5.0
AAA,2013J,2208424,2,0,1,0,0,60,2,1080.0,71.2,5.0
AAA,2013J,2229865,2,1,0,0,0,60,2,3236.0,76.4,5.0
AAA,2013J,2255601,2,1,0,0,0,120,0,2543.0,54.5,2.0
AAA,2013J,2268379,2,0,0,0,0,60,2,1685.0,83.0,5.0
AAA,2013J,2278464,1,1,1,0,0,60,2,307.0,51.4,5.0
AAA,2013J,2293923,2,0,1,0,0,150,2,303.0,61.2,5.0
AAA,2013J,2312620,3,1,0,0,0,60,0,1129.0,32.0,3.0
AAA,2013J,2318055,2,1,1,0,0,60,0,0.0,50.0,0.0
AAA,2013J,2324976,3,1,0,0,0,60,0,0.0,50.0,0.0
AAA,2013J,2329342,1,1,0,0,0,120,2,565.0,57.2,5.0
AAA,2013J,2339528,1,0,0,0,0,60,3,593.0,80.0,5.0
AAA,2013J,2342426,1,1,1,0,0,60,1,1814.0,73.2,5.0
AAA,2013J,2344901,2,0,0,0,0,60,1,445.0,51.5,4.0
AAA,2013J,2358056,3,0,0,0,0,60,1,1588.0,67.8,5.0
AAA,2013J,2358969,2,0,0,0,0,180,0,373.0,68.0,1.0
AAA,2013J,2364471,3,0,0,1,0,60,2,7182.0,83.4,5.0
AAA,2013J,2365101,3,0,1,0,0,300,0,0.0,50.0,0.0
AAA,2013J,2367155,2,0,0,0,0,120,2,2148.0,75.6,5.0
AAA,2013J,2369266,1,1,0,0,0,60,2,2146.0,50.6,5.0
AAA,2013J,2376496,2,0,0,0,0,120,2,749.0,73.4,5.0
AAA,2013J,2391984,2,0,1,0,0,60,0,818.0,73.0,4.0
AAA,2013J,2411661,2,0,0,0,0,120,1,574.0,46.8,5.0
AAA,2013J,2411778,3,0,1,0,0,120,0,1497.0,80.0,2.0
AAA,2013J,2412002,1,1,1,0,0,90,3,3344.0,82.8,5.0
AAA,2013J,2412967,2,1,0,0,0,60,2,2458.0,77.6,5.0
AAA,2013J,2429854,2,1,1,1,0,120,0,655.0,51.0,1.0
AAA,2013J,2437837,2,0,0,0,0,60,2,2684.0,74.4,5.0
AAA,2013J,2449878,2,0,0,0,0,60,2,622.0,60.6,5.0
AAA,2013J,2456480,1,1,1,0,0,120,1,183.0,24.666666666666668,3.0
AAA,2013J,2457256,1,1,1,0,0,180,2,1611.0,70.0,5.0
AAA,2013J,2458355,1,1,1,0,0,60,2,4187.0,90.6,5.0
AAA,2013J,2460080,3,2,1,0,0,60,2,3424.0,78.8,5.0
AAA,2013J,2461190,3,2,1,0,0,60,1,967.0,56.0,2.0
AAA,2013J,2469673,1,1,0,0,0,60,1,523.0,44.5,4.0
AAA,2013J,2470694,3,2,0,0,0,60,0,2176.0,67.0,1.0
AAA,2013J,2479954,2,0,1,0,0,60,2,323.0,79.6,5.0
AAA,2013J,2481901,1,1,1,0,0,60,2,1949.0,75.8,5.0
AAA,2013J,2482700,1,0,1,0,0,120,2,1616.0,55.6,5.0
AAA,2013J,2486127,3,0,0,0,0,120,2,1690.0,73.6,5.0
AAA,2013J,2498700,1,0,0,0,0,240,2,2864.0,77.2,5.0
AAA,2013J,2516503,3,1,1,0,0,60,2,3070.0,79.4,5.0
AAA,2013J,2518069,2,0,1,0,0,60,2,1617.0,76.6,5.0
AAA,2013J,2521459,1,0,0,0,0,60,2,1078.0,60.8,5.0
AAA,2013J,2523736,2,2,1,0,0,120,2,470.0,61.75,4.0
AAA,2013J,2529279,3,1,0,0,0,60,2,1189.0,78.0,5.0
AAA,2013J,2532302,2,0,0,0,0,60,2,1216.0,63.2,5.0
AAA,2013J,2536991,3,2,1,0,0,60,3,1080.0,80.8,5.0
AAA,2013J,2542724,1,0,0,0,0,60,0,228.0,50.0,0.0
AAA,2013J,2550279,3,1,0,0,0,60,2,2809.0,62.6,5.0
AAA,2013J,2551220,1,0,0,0,0,60,2,1327.0,64.8,5.0
AAA,2013J,2552472,3,1,0,0,0,120,0,519.0,53.5,2.0
AAA,2013J,2555340,3,1,0,0,0,60,2,4441.0,80.6,5.0
AAA,2013J,2557283,3,2,1,0,0,60,2,7262.0,81.2,5.0
AAA,2013J,2559575,1,0,1,0,0,60,2,650.0,71.2,5.0
AAA,2013J,2562034,2,0,1,0,0,60,2,248.0,65.4,5.0
AAA,2013J,2566163,2,0,0,0,0,60,2,1591.0,71.8,5.0
AAA,2013J,2566592,2,1,0,0,0,60,2,1359.0,71.8,5.0
AAA,2013J,2569324,2,0,1,0,0,120,0,26.0,50.0,0.0
AAA,2013J,2574528,3,1,1,0,0,60,2,988.0,75.4,5.0
AAA,2013J,2574583,1,1,1,0,0,60,2,1890.0,70.8,5.0
AAA,2013J,2576122,2,0,1,0,0,60,0,250.0,64.0,1.0
AAA,2013J,2578995,2,0,0,1,0,60,2,1326.0,79.6,5.0
AAA,2013J,2586560,1,1,0,0,0,60,2,2905.0,73.6,5.0
AAA,2013J,2594139,2,0,0,0,0,60,2,1868.0,76.0,5.0
AAA,2013J,2598871,2,1,0,0,0,60,2,2049.0,72.6,5.0
AAA,2013J,2599352,2,0,0,0,0,120,2,1160.0,76.4,5.0
AAA,2013J,2600688,2,0,1,0,0,60,2,582.0,70.0,5.0
AAA,2013J,2606098,2,0,0,0,0,60,2,491.0,71.4,5.0
AAA,2013J,2613116,1,1,0,0,0,60,2,1181.0,78.2,5.0
AAA,2013J,2617002,2,0,0,0,0,60,2,1473.0,64.8,5.0
AAA,2013J,2620584,2,0,1,1,0,60,1,92.0,50.0,0.0
AAA,2013J,2639449,2,0,1,0,0,120,2,797.0,56.0,4.0
AAA,2013J,2639540,2,1,0,0,0,60,2,1964.0,79.4,5.0
