code_module,code_presentation,id_student,final_result,mean_score,delta,num_weeks,archetype
AAA,2013J,185439,Fail,28.179999999999996,-4.116666666666667,5.0,Steady Engager
AAA,2013J,186149,Pass,28.599999999999998,-4.633333333333333,36.0,Steady Engager
AAA,2013J,187100,Distinction,50.74864864864865,-3.821637426900587,37.0,Steady Engager
AAA,2013J,188278,Withdrawn,44.97777777777778,-8.364999999999995,9.0,Early Dropout
AAA,2013J,189879,Pass,31.24838709677419,-2.4250000000000043,31.0,Steady Engager
AAA,2013J,192183,Pass,41.277142857142856,-1.4856209150326833,35.0,Steady Engager
AAA,2013J,195262,Withdrawn,27.895833333333332,6.574999999999999,24.0,Steady Engager
AAA,2013J,200860,Pass,25.512903225806454,-3.087916666666672,31.0,Steady Engager
AAA,2013J,202635,Withdrawn,31.18666666666667,-15.13214285714286,15.0,Declining Engager
AAA,2013J,205350,Pass,31.879411764705885,-4.264705882352942,34.0,Steady Engager
AAA,2013J,205719,Fail,21.857894736842102,-6.138888888888889,19.0,Steady Engager
AAA,2013J,227499,Distinction,38.06857142857143,-6.351960784313725,35.0,Steady Engager
AAA,2013J,227517,Fail,28.227586206896554,-7.030952380952385,29.0,Steady Engager
AAA,2013J,228082,Pass,21.12608695652174,0.08484848484848939,23.0,Steady Engager
AAA,2013J,228222,Pass,24.81904761904762,1.1818181818181799,21.0,Steady Engager
AAA,2013J,229179,Pass,21.58275862068966,-2.753809523809526,29.0,Steady Engager
AAA,2013J,229361,Pass,28.992105263157903,-3.310526315789481,38.0,Steady Engager
AAA,2013J,231554,Pass,28.046428571428574,-7.092857142857145,28.0,Steady Engager
AAA,2013J,235507,Withdrawn,25.95714285714286,-7.425000000000001,7.0,Early Dropout
AAA,2013J,236284,Pass,23.713043478260868,-1.1946969696969703,23.0,Steady Engager
AAA,2013J,238007,Pass,37.773529411764706,4.382352941176478,34.0,Steady Engager
AAA,2013J,240712,Pass,28.791666666666668,-3.0166666666666693,12.0,Steady Engager
AAA,2013J,240884,Pass,22.75,0.009090909090907928,22.0,Steady Engager
AAA,2013J,241649,Pass,31.639473684210532,-6.847368421052629,38.0,Steady Engager
AAA,2013J,241729,Fail,31.811764705882357,2.1882352941176464,34.0,Steady Engager
AAA,2013J,242793,Pass,23.279310344827582,2.3352380952380862,29.0,Steady Engager
AAA,2013J,246834,Pass,28.420833333333334,-1.0750000000000028,24.0,Steady Engager
AAA,2013J,248270,Pass,37.6578947368421,-7.505263157894738,38.0,Steady Engager
AAA,2013J,255548,Pass,36.61081081081081,-8.24444444444444,37.0,Steady Engager
AAA,2013J,256815,Pass,34.840625,4.03125,32.0,Steady Engager
AAA,2013J,258392,Pass,26.290000000000003,2.6599999999999966,20.0,Steady Engager
AAA,2013J,258894,Pass,43.138888888888886,-5.288888888888891,36.0,Steady Engager
AAA,2013J,260355,Withdrawn,22.063157894736843,-1.5477777777777781,19.0,Steady Engager
AAA,2013J,262011,Pass,27.885185185185183,-2.476373626373622,27.0,Steady Engager
AAA,2013J,262934,Pass,30.835135135135136,-7.623684210526317,37.0,Steady Engager
AAA,2013J,268073,Fail,33.23888888888889,-3.4777777777777814,36.0,Steady Engager
AAA,2013J,268733,Withdrawn,17.630769230769236,1.9142857142857075,13.0,Steady Engager
AAA,2013J,271251,Pass,31.494594594594595,-12.549415204678361,37.0,Declining Engager
AAA,2013J,277880,Withdrawn,30.643999999999995,-11.149358974358968,25.0,Declining Engager
AAA,2013J,279572,Distinction,26.06666666666667,-2.8532967032966994,27.0,Steady Engager
AAA,2013J,281022,Pass,25.30952380952381,-5.518181818181816,21.0,Steady Engager
AAA,2013J,281250,Fail,22.48,-0.28000000000000114,10.0,Steady Engager
AAA,2013J,281589,Fail,18.099999999999998,-15.45,3.0,Declining Engager
AAA,2013J,282821,Pass,30.806896551724133,-5.248095238095232,29.0,Steady Engager
AAA,2013J,286488,Pass,25.482758620689655,2.355714285714292,29.0,Steady Engager
AAA,2013J,287548,Pass,21.2,-4.198351648351647,27.0,Steady Engager
AAA,2013J,290201,Pass,33.376470588235286,-4.1176470588235325,34.0,Steady Engager
AAA,2013J,290757,Pass,28.7,2.1696428571428577,15.0,Steady Engager
AAA,2013J,291334,Distinction,45.38717948717949,-8.11236842105263,39.0,Steady Engager
AAA,2013J,293699,Pass,26.830769230769228,-2.295238095238094,13.0,Steady Engager
AAA,2013J,294570,Pass,30.052777777777788,-3.327777777777783,36.0,Steady Engager
AAA,2013J,294594,Pass,26.308823529411764,-4.570588235294117,34.0,Steady Engager
AAA,2013J,295741,Fail,27.47741935483871,-9.240416666666675,31.0,Steady Engager
AAA,2013J,296332,Distinction,31.941176470588243,-9.2,34.0,Steady Engager
AAA,2013J,298696,Pass,22.729629629629628,-5.446703296703291,27.0,Steady Engager
AAA,2013J,300398,Pass,29.69166666666667,-2.283333333333335,36.0,Steady Engager
AAA,2013J,302302,Fail,20.638461538461534,-5.4999999999999964,13.0,Steady Engager
AAA,2013J,305152,Fail,20.042857142857144,-9.724999999999998,7.0,Steady Engager
AAA,2013J,305386,Pass,25.88064516129032,-2.1041666666666607,31.0,Steady Engager
AAA,2013J,306107,Pass,27.651515151515152,-5.116911764705886,33.0,Steady Engager
AAA,2013J,306466,Pass,26.502941176470586,-6.405882352941177,34.0,Steady Engager
AAA,2013J,306897,Pass,36.58918918918919,-12.224561403508769,37.0,Declining Engager
AAA,2013J,307061,Pass,26.641666666666666,-2.43888888888889,36.0,Steady Engager
AAA,2013J,307866,Pass,27.025,-6.75,32.0,Steady Engager
AAA,2013J,311917,Pass,35.21081081081081,-7.259941520467844,37.0,Steady Engager
AAA,2013J,312537,Distinction,54.51538461538461,-9.668684210526315,39.0,Steady Engager
AAA,2013J,312782,Pass,20.22307692307692,0.6615384615384592,26.0,Steady Engager
AAA,2013J,318933,Pass,29.503030303030304,-8.377573529411762,33.0,Steady Engager
AAA,2013J,319047,Pass,47.53333333333334,3.205526315789477,39.0,Steady Engager
AAA,2013J,321942,Pass,49.789743589743594,-11.720000000000006,39.0,Declining Engager
AAA,2013J,324002,Pass,32.523529411764706,-4.541176470588248,34.0,Steady Engager
AAA,2013J,324084,Pass,30.996969696969696,1.1952205882352906,33.0,Steady Engager
AAA,2013J,324282,Pass,18.754166666666666,2.091666666666665,24.0,Steady Engager
AAA,2013J,331358,Withdrawn,46.724999999999994,-14.350000000000001,8.0,Early Dropout
AAA,2013J,332789,Pass,27.045454545454547,4.868382352941175,33.0,Steady Engager
AAA,2013J,333059,Pass,23.094117647058823,4.87638888888889,17.0,Steady Engager
AAA,2013J,333323,Pass,22.317391304347826,-2.162121212121207,23.0,Steady Engager
AAA,2013J,334259,Fail,22.592857142857138,-6.385714285714283,14.0,Steady Engager
AAA,2013J,334333,Withdrawn,26.988888888888887,-9.739999999999998,9.0,Early Dropout
AAA,2013J,335764,Withdrawn,37.934782608695656,-11.64242424242424,23.0,Declining Engager
AAA,2013J,336207,Pass,30.08529411764706,-4.264705882352935,34.0,Steady Engager
AAA,2013J,339972,Pass,21.525,-3.609999999999996,20.0,Steady Engager
AAA,2013J,341872,Fail,26.01764705882353,3.834722222222222,17.0,Steady Engager
AAA,2013J,342007,Withdrawn,37.65,-16.949999999999996,8.0,Early Dropout
AAA,2013J,342514,Pass,31.81875,-5.737500000000001,32.0,Steady Engager
AAA,2013J,342972,Pass,22.50588235294118,-1.2823529411764731,34.0,Steady Engager
AAA,2013J,343446,Pass,37.67368421052631,-15.231578947368426,38.0,Declining Engager
AAA,2013J,344282,Fail,19.626666666666665,-2.4142857142857146,15.0,Steady Engager
AAA,2013J,345068,Pass,27.05714285714286,-5.847272727272724,21.0,Steady Engager
AAA,2013J,345357,Distinction,34.6138888888889,-4.2833333333333385,36.0,Steady Engager
AAA,2013J,346025,Pass,26.30857142857143,-6.60588235294118,35.0,Steady Engager
AAA,2013J,346843,Fail,22.200000000000003,-7.100000000000001,4.0,Steady Engager
AAA,2013J,350188,Pass,27.803571428571434,-2.021428571428576,28.0,Steady Engager
AAA,2013J,354858,Withdrawn,16.3,0.0,1.0,Early Dropout
AAA,2013J,357668,Fail,22.96666666666666,-7.214285714285712,15.0,Steady Engager
AAA,2013J,364177,Fail,26.972727272727276,-1.3454545454545404,22.0,Steady Engager
AAA,2013J,365244,Pass,30.069230769230767,-2.4769230769230752,26.0,Steady Engager
AAA,2013J,365642,Pass,32.5921052631579,-3.8684210526315788,38.0,Steady Engager
AAA,2013J,366483,Pass,32.91515151515151,-7.783823529411762,33.0,Steady Engager
AAA,2013J,368194,Pass,24.33888888888889,-0.4333333333333371,18.0,Steady Engager
AAA,2013J,368824,Fail,22.31875,4.3125,16.0,Steady Engager
AAA,2013J,368963,Pass,23.91538461538461,-7.446153846153841,26.0,Steady Engager
AAA,2013J,376439,Distinction,36.12285714285714,1.8058823529411754,35.0,Steady Engager
AAA,2013J,376581,Pass,35.175757575757565,0.4625000000000057,33.0,Steady Engager
AAA,2013J,380953,Pass,28.389999999999997,-2.4733333333333327,30.0,Steady Engager
AAA,2013J,383254,Pass,30.121428571428574,-5.385714285714283,28.0,Steady Engager
AAA,2013J,386924,Pass,20.64285714285714,-1.7318181818181841,21.0,Steady Engager
AAA,2013J,386952,Pass,26.458974358974356,-4.965263157894739,39.0,Steady Engager
AAA,2013J,388722,Pass,25.028571428571432,-1.2714285714285687,28.0,Steady Engager
AAA,2013J,388885,Pass,26.416666666666668,-5.250000000000011,24.0,Steady Engager
AAA,2013J,390890,Withdrawn,28.936842105263157,-7.867777777777775,19.0,Steady Engager
AAA,2013J,392756,Fail,23.545833333333334,1.7083333333333393,24.0,Steady Engager
AAA,2013J,392931,Pass,38.26315789473684,4.410526315789468,38.0,Steady Engager
AAA,2013J,393207,Pass,24.744444444444444,0.27857142857142847,27.0,Steady Engager
AAA,2013J,396872,Pass,28.996153846153845,1.607692307692318,26.0,Steady Engager
AAA,2013J,398552,Fail,26.893939393939394,-4.549264705882354,33.0,Steady Engager
AAA,2013J,401869,Pass,27.34375,-7.700000000000003,32.0,Steady Engager
AAA,2013J,402470,Pass,25.450000000000003,-10.399999999999999,32.0,Declining Engager
AAA,2013J,404804,Pass,22.366666666666664,-9.666666666666668,12.0,Steady Engager
AAA,2013J,405088,Pass,29.40714285714285,0.34285714285714164,28.0,Steady Engager
AAA,2013J,414117,Pass,26.948484848484846,-3.6062499999999993,33.0,Steady Engager
AAA,2013J,415969,Withdrawn,30.318749999999998,-8.787499999999998,16.0,Steady Engager
AAA,2013J,420087,Fail,26.499999999999996,-8.13333333333334,12.0,Steady Engager
AAA,2013J,429958,Pass,25.92,6.894642857142859,15.0,Steady Engager
AAA,2013J,441018,Pass,23.903999999999996,0.6326923076923059,25.0,Steady Engager
AAA,2013J,441888,Pass,26.673684210526318,-1.1899999999999977,19.0,Steady Engager
AAA,2013J,442442,Withdrawn,25.71578947368421,-12.995555555555558,19.0,Declining Engager
AAA,2013J,444677,Distinction,32.094594594594604,-7.064327485380115,37.0,Steady Engager
AAA,2013J,470588,Withdrawn,21.725,-12.950000000000003,8.0,Early Dropout
AAA,2013J,489455,Pass,35.25833333333333,0.25,36.0,Steady Engager
AAA,2013J,494424,Fail,23.4,0.0,1.0,Steady Engager
AAA,2013J,495284,Pass,24.865625,-11.668750000000003,32.0,Declining Engager
AAA,2013J,498857,Pass,27.112499999999997,-7.974999999999998,32.0,Steady Engager
AAA,2013J,508818,Pass,27.126086956521743,-3.992424242424235,23.0,Steady Engager
AAA,2013J,512460,Pass,25.5,-11.778787878787877,23.0,Declining Engager
AAA,2013J,544103,Pass,32.11212121212122,-7.911029411764705,33.0,Steady Engager
AAA,2013J,550383,Pass,26.354166666666668,-6.125000000000007,24.0,Steady Engager
AAA,2013J,564450,Fail,21.919999999999998,1.0599999999999987,20.0,Steady Engager
AAA,2013J,568601,Withdrawn,23.263636363636365,1.1799999999999997,11.0,Steady Engager
AAA,2013J,572652,Pass,25.614285714285714,0.35181818181818514,21.0,Steady Engager
AAA,2013J,580389,Pass,27.05454545454545,-1.4727272727272727,22.0,Steady Engager
AAA,2013J,581129,Fail,21.03076923076923,2.2547619047619065,13.0,Steady Engager
AAA,2013J,588775,Pass,48.95128205128206,-2.3734210526315778,39.0,Steady Engager
AAA,2013J,591774,Pass,18.155,-6.529999999999998,20.0,Steady Engager
AAA,2013J,603861,Withdrawn,26.64230769230769,-5.26923076923077,26.0,Steady Engager
AAA,2013J,606143,Fail,24.835714285714285,-8.528571428571428,14.0,Steady Engager
AAA,2013J,704156,Pass,37.71142857142858,-1.57908496732027,35.0,Steady Engager
AAA,2013J,705379,Distinction,45.68461538461539,1.6736842105263108,39.0,Steady Engager
AAA,2013J,721259,Withdrawn,52.800000000000004,5.3999999999999915,3.0,Early Dropout
AAA,2013J,749412,Pass,41.36944444444444,-5.749999999999993,36.0,Steady Engager
AAA,2013J,760729,Distinction,48.31794871794872,-7.703421052631583,39.0,Steady Engager
AAA,2013J,905042,Pass,38.93714285714286,-2.158169934640533,35.0,Steady Engager
AAA,2013J,949618,Pass,25.659999999999997,-6.265686274509811,35.0,Steady Engager
AAA,2013J,958987,Pass,27.52972972972973,-5.881578947368428,37.0,Steady Engager
AAA,2013J,968578,Pass,25.51333333333333,-3.493333333333336,30.0,Steady Engager
AAA,2013J,969076,Withdrawn,39.428000000000004,-12.638461538461542,25.0,Declining Engager
AAA,2013J,971027,Pass,37.743243243243235,-6.417836257309936,37.0,Steady Engager
AAA,2013J,978739,Pass,40.413513513513514,-11.679532163742685,37.0,Declining Engager
AAA,2013J,1035023,Pass,33.92777777777778,-2.6666666666666714,36.0,Steady Engager
AAA,2013J,1105478,Pass,30.426315789473687,-5.663157894736845,38.0,Steady Engager
AAA,2013J,1352868,Withdrawn,25.293750000000003,-13.762499999999996,16.0,Declining Engager
AAA,2013J,1401935,Fail,19.00769230769231,-4.81428571428571,13.0,Steady Engager
AAA,2013J,1402638,Pass,25.90689655172414,-6.449523809523807,29.0,Steady Engager
AAA,2013J,1414443,Fail,21.82692307692308,-2.7461538461538453,26.0,Steady Engager
AAA,2013J,1456619,Withdrawn,36.1,-4.600000000000001,4.0,Early Dropout
AAA,2013J,1465690,Pass,38.66571428571429,7.013398692810455,35.0,Steady Engager
AAA,2013J,1472925,Fail,26.08181818181818,-1.90909090909091,22.0,Steady Engager
AAA,2013J,1488959,Pass,36.67352941176471,-4.382352941176471,34.0,Steady Engager
AAA,2013J,1518989,Pass,35.39444444444445,-6.633333333333333,36.0,Steady Engager
AAA,2013J,1618738,Pass,20.46428571428572,-3.014285714285716,14.0,Steady Engager
AAA,2013J,1620151,Fail,24.68333333333333,-9.055555555555554,18.0,Steady Engager
AAA,2013J,1626710,Distinction,44.310256410256414,-8.724210526315794,39.0,Steady Engager
AAA,2013J,1640609,Pass,44.68684210526316,-10.247368421052627,38.0,Declining Engager
AAA,2013J,1686521,Withdrawn,38.160000000000004,-11.233333333333334,5.0,Early Dropout
AAA,2013J,1729319,Pass,35.523529411764706,6.882352941176478,34.0,Steady Engager
AAA,2013J,1746134,Pass,31.51071428571429,-6.792857142857134,28.0,Steady Engager
AAA,2013J,1758449,Withdrawn,43.28,-6.8946428571428555,15.0,Steady Engager
AAA,2013J,1765788,Pass,46.20789473684209,-5.447368421052637,38.0,Steady Engager
AAA,2013J,1801229,Pass,31.924,0.3826923076923201,25.0,Steady Engager
AAA,2013J,1801641,Pass,19.104545454545452,-5.300000000000001,22.0,Steady Engager
AAA,2013J,1847830,Pass,46.117948717948714,3.278157894736843,39.0,Steady Engager
AAA,2013J,1860318,Pass,44.218421052631584,1.1947368421052715,38.0,Steady Engager
AAA,2013J,1889511,Pass,29.276666666666667,-3.4333333333333336,30.0,Steady Engager
AAA,2013J,1889577,Pass,24.021875,-0.08124999999999716,32.0,Steady Engager
AAA,2013J,1894188,Pass,34.721212121212126,-1.0264705882352985,33.0,Steady Engager
AAA,2013J,1938355,Pass,32.40263157894737,-3.52105263157895,38.0,Steady Engager
AAA,2013J,1942396,Pass,22.770833333333332,-5.158333333333331,24.0,Steady Engager
AAA,2013J,1970390,Withdrawn,55.65588235294118,-4.252941176470586,34.0,Steady Engager
AAA,2013J,1976139,Pass,23.959259259259255,0.02527472527472341,27.0,Steady Engager
AAA,2013J,2011876,Pass,28.254838709677415,2.0954166666666687,31.0,Steady Engager
AAA,2013J,2012966,Pass,20.291666666666668,-4.566666666666666,24.0,Steady Engager
AAA,2013J,2051699,Pass,32.786206896551725,-5.7161904761904765,29.0,Steady Engager
AAA,2013J,2062879,Fail,36.537142857142854,-2.707189542483661,35.0,Steady Engager
AAA,2013J,2065691,Withdrawn,30.93076923076923,-22.197619047619046,13.0,Declining Engager
AAA,2013J,2073016,Withdrawn,31.714999999999993,-16.55,20.0,Declining Engager
AAA,2013J,2080474,Pass,26.887878787878787,1.0926470588235304,33.0,Steady Engager
AAA,2013J,2083877,Pass,24.59629629629629,-5.689010989010985,27.0,Steady Engager
AAA,2013J,2084066,Fail,31.62,-12.253205128205128,25.0,Declining Engager
AAA,2013J,2104505,Pass,22.327999999999996,-3.1512820512820525,25.0,Steady Engager
AAA,2013J,2122180,Distinction,41.665714285714294,-6.574836601307197,35.0,Steady Engager
AAA,2013J,2139353,Withdrawn,35.56363636363637,-0.8727272727272677,22.0,Steady Engager
AAA,2013J,2143752,Pass,28.953333333333333,-4.25333333333333,30.0,Steady Engager
AAA,2013J,2146792,Pass,38.68648648648649,-2.6119883040935648,37.0,Steady Engager
AAA,2013J,2149225,Withdrawn,19.5,8.0,2.0,Early Dropout
AAA,2013J,2153153,Pass,33.46,-0.9813725490196035,35.0,Steady Engager
AAA,2013J,2155014,Pass,23.253571428571433,-4.535714285714285,28.0,Steady Engager
AAA,2013J,2164705,Fail,20.880000000000003,-10.783333333333335,5.0,Declining Engager
AAA,2013J,2171627,Pass,22.14444444444445,1.5222222222222186,36.0,Steady Engager
AAA,2013J,2182846,Pass,37.92368421052631,-3.9210526315789593,38.0,Steady Engager
AAA,2013J,2194100,Pass,30.546666666666667,-2.719999999999999,30.0,Steady Engager
AAA,2013J,2197016,Pass,30.472413793103446,-0.9371428571428488,29.0,Steady Engager
AAA,2013J,2208424,Pass,25.606666666666666,-2.919999999999998,30.0,Steady Engager
AAA,2013J,2229865,Pass,41.168571428571425,5.177450980392166,35.0,Steady Engager
AAA,2013J,2255601,Withdrawn,34.2125,-12.908333333333335,24.0,Declining Engager
AAA,2013J,2268379,Pass,33.097142857142856,-3.3683006535947726,35.0,Steady Engager
AAA,2013J,2278464,Pass,18.32105263157895,-7.011111111111106,19.0,Steady Engager
AAA,2013J,2293923,Pass,25.575,-7.883333333333329,12.0,Steady Engager
AAA,2013J,2312620,Withdrawn,24.431578947368422,-0.02444444444444116,19.0,Steady Engager
AAA,2013J,2329342,Pass,25.500000000000004,-5.46777777777778,19.0,Steady Engager
AAA,2013J,2339528,Distinction,25.91333333333333,-3.778571428571425,15.0,Steady Engager
AAA,2013J,2342426,Fail,31.139393939393937,0.040073529411763786,33.0,Steady Engager
AAA,2013J,2344901,Fail,24.794117647058822,-5.229166666666668,17.0,Steady Engager
AAA,2013J,2358056,Fail,31.265714285714292,-1.3019607843137173,35.0,Steady Engager
AAA,2013J,2358969,Withdrawn,25.35,-6.850000000000005,8.0,Early Dropout
AAA,2013J,2364471,Pass,50.04871794871794,-8.064210526315783,39.0,Steady Engager
AAA,2013J,2367155,Pass,29.943243243243245,-3.183040935672519,37.0,Steady Engager
AAA,2013J,2369266,Pass,27.46666666666666,-6.6533333333333395,30.0,Steady Engager
AAA,2013J,2376496,Pass,27.037037037037038,-10.624725274725275,27.0,Declining Engager
AAA,2013J,2391984,Withdrawn,24.315,-9.609999999999996,20.0,Steady Engager
AAA,2013J,2411661,Fail,28.55454545454546,-0.41333333333333755,11.0,Steady Engager
AAA,2013J,2411778,Withdrawn,31.27692307692308,-15.209523809523798,13.0,Declining Engager
AAA,2013J,2412002,Distinction,38.37692307692309,-12.01184210526317,39.0,Declining Engager
AAA,2013J,2412967,Pass,37.93428571428572,-4.714379084967327,35.0,Steady Engager
AAA,2013J,2429854,Withdrawn,27.176923076923075,-11.680952380952387,13.0,Declining Engager
AAA,2013J,2437837,Pass,29.835135135135136,-3.4043859649122794,37.0,Steady Engager
AAA,2013J,2449878,Pass,25.259999999999998,-1.8999999999999986,20.0,Steady Engager
AAA,2013J,2456480,Fail,21.945454545454545,-0.13666666666666316,11.0,Steady Engager
AAA,2013J,2457256,Pass,29.87096774193548,-10.518749999999997,31.0,Declining Engager
AAA,2013J,2458355,Pass,43.85526315789474,-1.2789473684210577,38.0,Steady Engager
AAA,2013J,2460080,Pass,36.73684210526316,-4.684210526315795,38.0,Steady Engager
AAA,2013J,2461190,Fail,31.1235294117647,-12.469444444444445,17.0,Declining Engager
AAA,2013J,2469673,Fail,24.454545454545453,-0.6727272727272684,22.0,Steady Engager
AAA,2013J,2470694,Withdrawn,35.266666666666666,-12.763186813186817,27.0,Declining Engager
AAA,2013J,2479954,Pass,20.46538461538461,-8.7,26.0,Steady Engager
AAA,2013J,2481901,Pass,25.934375,-9.443750000000001,32.0,Steady Engager
